SEGID,AADT2019,ATYPE,FTGROUP,FACGEO,STATIONGROUP
0089_344.3,34560.0,4,Arterial,Statewide,COU
0089_344.6,34560.0,4,Arterial,Statewide,COU
0089_344.7,25706.0,4,Arterial,Statewide,COU
0089_345.0,25706.0,4,Arterial,Statewide,COU
0089_345.4,25706.0,4,Arterial,Statewide,COU
0089_345.9,25706.0,4,Arterial,Statewide,COU
0089_346.5,28434.0,4,Arterial,Statewide,COU
0089_347.4,34374.0,4,Arterial,Statewide,COU
0089_348.0,27365.0,4,Arterial,Statewide,COU
0089_348.3,27365.0,4,Arterial,Statewide,COU
0089_348.5,27365.0,4,Arterial,Statewide,COU
0089_348.8,32294.0,4,Arterial,Statewide,COU
0089_349.3,29684.0,4,Arterial,Statewide,COU
0089_349.8,29684.0,4,Arterial,Statewide,COU
0089_350.1,15912.0,4,Arterial,Statewide,COU
0089_350.9,15912.0,3,Arterial,Statewide,COT
0089_351.4,14557.0,3,Arterial,Statewide,COT
0089_351.8,14557.0,3,Arterial,Statewide,COT
0089_352.0,17685.0,3,Arterial,Statewide,COT
0089_352.2,17685.0,3,Arterial,Statewide,COT
0089_362.5,16231.0,4,Arterial,Statewide,COU
0089_363.3,16231.0,4,Arterial,Statewide,COU
0089_363.8,30087.0,4,Arterial,Statewide,COU
0089_364.3,30087.0,4,Arterial,Statewide,COU
0089_364.8,34949.0,4,Arterial,Statewide,COU
0089_365.5,34949.0,4,Arterial,Statewide,COU
0089_366.3,24648.0,4,Arterial,Statewide,COU
0089_366.8,24878.0,4,Arterial,Statewide,COU
0089_367.2,25405.0,4,Arterial,Statewide,COU
0089_368.0,24943.0,4,Arterial,Statewide,COU
0089_368.4,34427.0,4,Arterial,Statewide,COU
0089_369.0,31113.0,4,Arterial,Statewide,COU
0089_369.8,38309.0,4,Arterial,Statewide,COU
0089_369.9,38309.0,4,Arterial,Statewide,COU
0089_370.6,38250.0,4,Arterial,Statewide,COU
0089_371.0,38250.0,4,Arterial,Statewide,COU
0089_371.5,31970.0,4,Arterial,Statewide,COU
0089_372.0,40904.0,4,Arterial,Statewide,COU
0089_372.2,36631.0,4,Arterial,Statewide,COU
0089_372.6,36631.0,4,Arterial,Statewide,COU
0089_372.7,33678.0,4,Arterial,Statewide,COU
0089_373.6,31067.0,4,Arterial,Statewide,COU
0089_374.5,28658.0,4,Arterial,Statewide,COU
0089_375.3,38169.0,4,Arterial,Statewide,COU
0089_375.7,33426.0,4,Arterial,Statewide,COU
0089_376.2,30339.0,4,Arterial,Statewide,COU
0089_376.8,29755.0,4,Arterial,Statewide,COU
0089_377.3,25110.0,4,Arterial,Statewide,COU
0089_377.9,37346.0,4,Arterial,Statewide,COU
0089_378.0,37346.0,4,Arterial,Statewide,COU
0089_378.3,37346.0,5,Arterial,Statewide,COU
0089_378.5,37346.0,5,Arterial,Statewide,COU
0089_378.6,33774.0,5,Arterial,Statewide,COU
0089_378.8,32444.0,5,Arterial,Statewide,COU
0089_378.9,32444.0,5,Arterial,Statewide,COU
0089_379.1,32444.0,4,Arterial,Statewide,COU
0089_379.2,16127.0,5,Arterial,Statewide,COU
0089_379.4,16127.0,5,Arterial,Statewide,COU
0089_379.5,16127.0,5,Arterial,Statewide,COU
0089_379.8,16127.0,5,Arterial,Statewide,COU
0089_380.0,20530.0,4,Arterial,Statewide,COU
0089_380.3,20530.0,4,Arterial,Statewide,COU
0089_380.7,10817.0,4,Arterial,Statewide,COU
0089_381.0,10817.0,4,Arterial,Statewide,COU
0089_381.3,10817.0,4,Arterial,Statewide,COU
0089_381.6,23457.0,2,Expressway,Statewide,COS
0089_383.5,27394.0,3,Arterial,Statewide,COT
0089_384.6,27394.0,3,Arterial,Statewide,COT
0089_384.9,27932.0,3,Arterial,Statewide,COT
0089_385.0,27932.0,3,Arterial,Statewide,COT
0089_385.2,14201.0,3,Arterial,Statewide,COT
0089_385.7,14201.0,3,Arterial,Statewide,COT
0089_386.3,19176.0,4,Arterial,Statewide,COU
0089_386.8,17476.0,4,Arterial,Statewide,COU
0089_387.2,17476.0,4,Arterial,Statewide,COU
0089_387.6,17476.0,4,Arterial,Statewide,COU
0089_387.8,17476.0,4,Arterial,Statewide,COU
0089_388.4,18226.0,4,Arterial,Statewide,COU
0089_389.1,22030.0,4,Arterial,Statewide,COU
0089_396.1,38262.0,3,Arterial,Statewide,COT
0089_396.8,38520.0,3,Arterial,Statewide,COT
0089_397.6,44155.0,3,Arterial,Statewide,COT
0089_398.7,39591.0,3,Freeway,Statewide,XX3
0089_399.7,40429.0,3,Freeway,Statewide,XX3
0089_400.5,40429.0,3,Expressway,Statewide,COT
0089_400.9,40603.0,3,Freeway,Statewide,XX3
0089_401.4,40456.0,2,Freeway,Statewide,XX3
0089_402.2,40456.0,2,Freeway,Statewide,XX3
0089_403.2,39181.0,2,Freeway,Statewide,XX3
0089_404.3,51823.0,2,Arterial,Statewide,COS
0089_405.7,60189.0,2,Arterial,Statewide,COS
0089_406.4,46856.0,2,Expressway,Statewide,COS
0089_406.6,46856.0,2,Expressway,Statewide,COS
0089_407.0,46856.0,3,Expressway,Statewide,COT
0089_408.1,43772.0,3,Expressway,Statewide,COT
0089_408.4,27739.0,3,Expressway,Statewide,COT
0089_409.3,27739.0,3,Arterial,Statewide,COT
0089_409.6,27739.0,3,Arterial,Statewide,COT
0089_410.0,27739.0,3,Arterial,Statewide,COT
0089_410.2,27739.0,3,Arterial,Statewide,COT
0089_410.5,29945.0,3,Arterial,Statewide,COT
0089_410.7,29945.0,3,Arterial,Statewide,COT
0089_411.1,29945.0,4,Arterial,Statewide,COU
0089_411.3,29945.0,4,Arterial,Statewide,COU
0089_411.7,29945.0,4,Arterial,Statewide,COU
0089_412.2,26407.0,4,Arterial,Statewide,COU
0089_412.4,29285.0,4,Arterial,Statewide,COU
0089_412.9,33982.0,4,Arterial,Statewide,COU
0089_413.1,32238.0,4,Arterial,Statewide,COU
0089_413.3,32238.0,4,Arterial,Statewide,COU
0089_413.6,0.0,4,Arterial,Statewide,COU
0089_413.9,17335.0,4,Arterial,Statewide,COU
0089_414.2,17335.0,4,Arterial,Statewide,COU
0089_414.4,17335.0,4,Arterial,Statewide,COU
0089_414.5,34040.0,4,Arterial,Statewide,COU
0089_414.9,34040.0,4,Arterial,Statewide,COU
0089_415.4,34067.0,3,Arterial,Statewide,COT
0089_415.9,34067.0,3,Arterial,Statewide,COT
0089_416.5,10573.0,3,Arterial,Statewide,COT
0089_417.0,14508.0,3,Arterial,Statewide,COT
0089_417.4,15643.0,3,Arterial,Statewide,COT
0089_417.9,15643.0,3,Arterial,Statewide,COT
0089_418.2,15643.0,3,Arterial,Statewide,COT
0089_418.6,15643.0,3,Arterial,Statewide,COT
0089_419.3,15643.0,3,Arterial,Statewide,COT
0089_420.1,15643.0,3,Arterial,Statewide,COT
0089_420.3,7609.0,3,Arterial,Statewide,COT
0089_421.7,7609.0,2,Arterial,Statewide,COS
0089_422.5,10715.0,2,Arterial,Statewide,COS
0089_422.7,10715.0,1,Arterial,Statewide,COQ
0089_423.4,11948.0,1,Arterial,Statewide,COQ
0089_423.8,11948.0,1,Arterial,Statewide,COQ
0089_425.0,11948.0,2,Arterial,Statewide,COS
0089_427.1,13060.0,2,Arterial,Statewide,COS
0089_427.7,13060.0,2,Arterial,Statewide,COS
0089_428.1,13060.0,2,Arterial,Statewide,COS
0089_428.8,10860.0,1,Arterial,Statewide,COQ
0089_430.3,17712.0,2,Arterial,Statewide,COS
0089_432.1,17712.0,3,Arterial,Statewide,COT
0089_433.3,17712.0,3,Arterial,Statewide,COT
0090_000.0,10867.0,4,Arterial,Statewide,COU
0090_000.2,10867.0,3,Arterial,Statewide,COT
0090_000.5,3292.0,2,Arterial,Statewide,COS
0091_000.1,21282.0,2,Arterial,Statewide,COS
0091_001.0,21282.0,3,Arterial,Statewide,COT
0091_001.4,23972.0,3,Arterial,Statewide,COT
0091_001.6,23972.0,3,Arterial,Statewide,COT
0091_002.0,24041.0,2,Arterial,Statewide,COS
0091_003.7,21465.0,2,Arterial,Statewide,COS
0091_004.9,21465.0,1,Arterial,Statewide,COR
0091_005.7,21502.0,1,Arterial,Statewide,COR
0091_006.6,19808.0,1,Arterial,Statewide,COR
0092_000.0,28072.0,4,Arterial,Statewide,COU
0092_000.1,28072.0,4,Freeway,Statewide,XX3
0092_000.5,28072.0,4,Arterial,Statewide,COU
0092_000.8,25013.0,4,Arterial,Statewide,COU
0092_001.4,25013.0,3,Arterial,Statewide,COT
0092_002.4,25013.0,3,Arterial,Statewide,COT
0092_003.4,25013.0,3,Arterial,Statewide,COT
0092_003.9,26040.0,3,Arterial,Statewide,COT
0092_004.9,21897.0,3,Arterial,Statewide,COT
0092_005.8,18962.0,3,Arterial,Statewide,COT
0092_006.4,10967.0,2,Arterial,Statewide,COS
0092_007.3,10967.0,3,Arterial,Statewide,COT
0092_007.6,2055.0,2,Arterial,AlpineLoop,CO0
0092_010.2,676.0,2,Arterial,AlpineLoop,CO0
0092_012.7,676.0,1,Arterial,AlpineLoop,CO0
0092_018.8,676.0,1,Arterial,AlpineLoop,CO0
0092_022.7,2308.0,1,Arterial,AlpineLoop,CO0
0093_000.0,31409.0,3,Arterial,Statewide,COT
0093_000.1,31409.0,4,Arterial,Statewide,COU
0096_013.6,1856.0,1,Expressway,RuralRecLowVol,COL
0096_013.8,706.0,1,Expressway,RuralRecLowVol,COL
0097_000.0,11042.0,2,Arterial,Statewide,COS
0097_000.5,11042.0,2,Arterial,Statewide,COS
0097_001.1,11042.0,2,Arterial,Statewide,COS
0097_001.5,11042.0,2,Arterial,Statewide,COS
0097_002.0,13614.0,3,Arterial,Statewide,COT
0097_003.1,18443.0,3,Arterial,Statewide,COT
0097_003.6,18443.0,3,Arterial,Statewide,COT
0097_004.1,19600.0,3,Arterial,Statewide,COT
0097_004.4,22913.0,3,Arterial,Statewide,COT
0097_005.1,36249.0,3,Arterial,Statewide,COT
0097_005.3,36249.0,3,Arterial,Statewide,COT
0103_000.0,18324.0,4,Arterial,Statewide,COU
0104_000.0,14457.0,3,Arterial,Statewide,COT
0104_000.7,21876.0,3,Arterial,Statewide,COT
0104_001.0,16354.0,3,Arterial,Statewide,COT
0104_001.8,11091.0,4,Arterial,Statewide,COU
0104_002.5,9271.0,4,Arterial,Statewide,COU
0105_000.0,6226.0,4,Arterial,Statewide,COU
0105_000.2,6226.0,4,Arterial,Statewide,COU
0105_000.5,18607.0,4,Arterial,Statewide,COU
0105_000.7,18607.0,4,Arterial,Statewide,COU
0105_000.8,18607.0,4,Arterial,Statewide,COU
0106_000.0,10288.0,4,Arterial,Statewide,COU
0106_000.3,10288.0,4,Arterial,Statewide,COU
0106_000.4,19358.0,4,Arterial,Statewide,COU
0106_000.8,19358.0,4,Arterial,Statewide,COU
0106_001.1,15067.0,4,Arterial,Statewide,COU
0106_002.0,16503.0,3,Arterial,Statewide,COT
0106_002.5,16503.0,4,Arterial,Statewide,COU
0106_003.0,10558.0,3,Arterial,Statewide,COT
0106_003.6,10558.0,3,Arterial,Statewide,COT
0106_006.1,7826.0,3,Arterial,Statewide,COT
0106_007.3,10283.0,4,Arterial,Statewide,COU
0106_008.0,10283.0,4,Arterial,Statewide,COU
0106_008.3,11719.0,4,Arterial,Statewide,COU
0106_009.0,11024.0,3,Arterial,Statewide,COT
0106_009.4,8508.0,3,Arterial,Statewide,COT
0107_000.0,10319.0,2,Arterial,Statewide,COS
0107_000.2,10319.0,2,Arterial,Statewide,COS
0108_000.0,59775.0,4,Arterial,Statewide,COU
0108_000.1,59775.0,4,Arterial,Statewide,COU
0108_000.7,36102.0,4,Arterial,Statewide,COU
0108_001.0,43256.0,4,Arterial,Statewide,COU
0108_002.0,36658.0,4,Arterial,Statewide,COU
0108_002.5,36658.0,3,Arterial,Statewide,COT
0108_003.0,27184.0,3,Arterial,Statewide,COT
0108_004.0,18761.0,3,Arterial,Statewide,COT
0108_005.0,28374.0,3,Arterial,Statewide,COT
0108_005.5,28374.0,3,Arterial,Statewide,COT
0108_006.0,23834.0,3,Arterial,Statewide,COT
0108_006.5,18121.0,3,Arterial,Statewide,COT
0108_007.0,18121.0,3,Arterial,Statewide,COT
0108_007.5,21755.0,3,Arterial,Statewide,COT
0108_008.0,21755.0,3,Arterial,Statewide,COT
0108_008.5,23333.0,3,Arterial,Statewide,COT
0108_009.0,21062.0,3,Arterial,Statewide,COT
0108_010.0,21062.0,3,Arterial,Statewide,COT
0108_010.1,21062.0,3,Arterial,Statewide,COT
0108_010.8,21062.0,3,Arterial,Statewide,COT
0108_011.3,22194.0,3,Arterial,Statewide,COT
0108_011.6,22194.0,3,Arterial,Statewide,COT
0108_012.0,13737.0,3,Arterial,Statewide,COT
0108_012.7,13737.0,3,Arterial,Statewide,COT
0109_000.0,15400.0,3,Arterial,Statewide,COT
0109_000.4,15956.0,4,Arterial,Statewide,COU
0109_001.1,14158.0,3,Arterial,Statewide,COT
0110_000.0,2505.0,2,Arterial,Statewide,COS
0110_001.0,2505.0,2,Arterial,Statewide,COS
0110_002.0,3876.0,2,Arterial,Statewide,COS
0110_002.5,3876.0,2,Arterial,Statewide,COS
0110_003.0,3876.0,1,Arterial,Statewide,COQ
0111_000.0,7614.0,2,Arterial,Statewide,COS
0111_000.4,7614.0,2,Arterial,Statewide,COS
0111_000.8,7614.0,2,Arterial,Statewide,COS
0111_001.3,7614.0,2,Arterial,Statewide,COS
0111_001.8,7614.0,2,Arterial,Statewide,COS
0111_002.3,10199.0,2,Arterial,Statewide,COS
0111_002.8,10199.0,2,Arterial,Statewide,COS
0111_003.3,10199.0,2,Arterial,Statewide,COS
0111_004.5,10199.0,2,Arterial,Statewide,COS
0111_004.7,10199.0,2,Arterial,Statewide,COS
0111_005.8,13355.0,2,Arterial,Statewide,COS
0111_007.1,18836.0,2,Arterial,Statewide,COS
0111_007.7,18836.0,2,Arterial,Statewide,COS
0111_008.1,16561.0,3,Arterial,Statewide,COT
0111_009.1,14774.0,3,Arterial,Statewide,COT
0111_009.6,18975.0,3,Arterial,Statewide,COT
0111_010.1,18975.0,3,Arterial,Statewide,COT
0114_000.0,35038.0,4,Arterial,Statewide,COU
0114_000.4,35038.0,4,Arterial,Statewide,COU
0114_000.5,35038.0,3,Arterial,Statewide,COT
0114_001.1,28050.0,3,Freeway,Statewide,XX3
0114_001.2,28050.0,3,Freeway,Statewide,XX3
0114_001.6,11117.0,3,Arterial,Statewide,COT
0114_002.2,11117.0,3,Arterial,Statewide,COT
0114_002.3,13089.0,3,Arterial,Statewide,COT
0114_003.0,13089.0,3,Arterial,Statewide,COT
0114_003.4,13089.0,3,Arterial,Statewide,COT
0114_003.8,13089.0,3,Arterial,Statewide,COT
0114_004.7,13089.0,4,Freeway,Statewide,XX3
0114_005.0,13653.0,4,Freeway,Statewide,XX3
0114_005.3,13653.0,4,Freeway,Statewide,XX3
0114_005.8,13653.0,4,Freeway,Statewide,XX3
0114_006.1,13653.0,4,Freeway,Statewide,XX3
0114_006.6,19911.0,4,Freeway,Statewide,XX3
0114_007.1,19911.0,4,Freeway,Statewide,XX3
0114_007.6,16729.0,3,Arterial,Statewide,COT
0114_008.2,16729.0,4,Arterial,Statewide,COU
0114_008.6,19229.0,3,Arterial,Statewide,COT
0114_009.1,19229.0,3,Arterial,Statewide,COT
0114_010.3,13592.0,4,Arterial,Statewide,COU
0114_010.6,13592.0,4,Arterial,Statewide,COU
0115_000.0,14597.0,3,Arterial,Statewide,COT
0115_000.3,14597.0,3,Arterial,Statewide,COT
0115_000.5,16760.0,3,Arterial,Statewide,COT
0115_000.7,3293.0,2,Arterial,Statewide,COS
0115_000.9,3293.0,2,Arterial,Statewide,COS
0115_001.2,3293.0,2,Arterial,Statewide,COS
0115_001.8,3293.0,2,Arterial,Statewide,COS
0115_001.9,3293.0,1,Arterial,Statewide,COQ
0115_002.3,3293.0,1,Arterial,Statewide,COQ
0115_002.8,2174.0,1,Arterial,Statewide,COP
0115_003.3,2174.0,1,Arterial,Statewide,COP
0115_003.7,1040.0,1,Arterial,Statewide,COP
0115_004.2,1040.0,1,Arterial,Statewide,COP
0115_004.7,1040.0,1,Arterial,Statewide,COP
0115_004.9,1040.0,1,Arterial,Statewide,COP
0115_005.3,1040.0,1,Arterial,Statewide,COP
0115_005.7,1399.0,2,Arterial,Statewide,COS
0115_006.3,1399.0,2,Arterial,Statewide,COS
0115_007.1,3246.0,3,Arterial,Statewide,COT
0115_007.7,3246.0,4,Arterial,Statewide,COU
0126_000.0,19855.0,3,Arterial,Statewide,COT
0126_000.2,23674.0,3,Arterial,Statewide,COT
0126_000.3,23674.0,3,Arterial,Statewide,COT
0126_000.6,22977.0,4,Arterial,Statewide,COU
0126_000.8,22977.0,4,Arterial,Statewide,COU
0126_001.7,21781.0,4,Arterial,Statewide,COU
0126_001.9,21781.0,4,Arterial,Statewide,COU
0126_002.3,21781.0,4,Arterial,Statewide,COU
0126_003.3,17561.0,4,Arterial,Statewide,COU
0126_003.8,18272.0,4,Arterial,Statewide,COU
0126_004.6,20316.0,3,Arterial,Statewide,COT
0126_005.2,20316.0,3,Arterial,Statewide,COT
0126_005.4,20316.0,4,Arterial,Statewide,COU
0126_005.7,27940.0,4,Arterial,Statewide,COU
0126_006.1,31370.0,4,Arterial,Statewide,COU
0126_006.2,25517.0,4,Arterial,Statewide,COU
0126_006.7,25517.0,4,Arterial,Statewide,COU
0126_007.2,23992.0,3,Arterial,Statewide,COT
0126_007.7,23992.0,3,Arterial,Statewide,COT
0126_008.2,23992.0,3,Arterial,Statewide,COT
0126_008.7,42939.0,3,Arterial,Statewide,COT
0126_009.1,27224.0,3,Arterial,Statewide,COT
0126_009.2,27224.0,4,Arterial,Statewide,COU
0126_009.7,27224.0,3,Arterial,Statewide,COT
0126_010.2,25293.0,3,Arterial,Statewide,COT
0126_010.7,24307.0,3,Arterial,Statewide,COT
0126_011.2,16405.0,3,Arterial,Statewide,COT
0126_011.7,25812.0,3,Arterial,Statewide,COT
0126_012.7,25812.0,3,Arterial,Statewide,COT
0126_013.3,18548.0,2,Arterial,Statewide,COS
0126_013.7,18548.0,2,Arterial,Statewide,COS
0126_014.5,8151.0,3,Arterial,Statewide,COT
0126_014.9,8151.0,2,Arterial,Statewide,COS
0126_016.1,8151.0,2,Arterial,Statewide,COS
0126_017.5,8151.0,2,Arterial,Statewide,COS
0126_018.7,10022.0,2,Arterial,Statewide,COS
0126_019.7,10022.0,2,Arterial,Statewide,COS
0126_020.8,10022.0,1,Arterial,Statewide,COQ
0126_021.2,7942.0,1,Arterial,Statewide,COQ
0127_000.0,13079.0,2,Arterial,Statewide,COS
0127_001.5,13079.0,3,Arterial,Statewide,COT
0127_001.7,17286.0,3,Arterial,Statewide,COT
0129_000.0,12471.0,4,Arterial,Statewide,COU
0129_000.5,21786.0,4,Arterial,Statewide,COU
0129_001.4,21786.0,4,Arterial,Statewide,COU
0129_001.8,14811.0,4,Arterial,Statewide,COU
0129_001.9,14811.0,4,Arterial,Statewide,COU
0129_003.0,14929.0,4,Arterial,Statewide,COU
0129_003.3,12779.0,3,Arterial,Statewide,COT
0129_003.9,12779.0,3,Arterial,Statewide,COT
0129_004.5,10518.0,3,Arterial,Statewide,COT
0129_005.8,10518.0,3,Arterial,Statewide,COT
0129_006.1,14456.0,3,Arterial,Statewide,COT
0131_000.0,1023.0,2,Arterial,Statewide,COS
0131_001.5,1023.0,2,Arterial,Statewide,COS
0131_001.9,1023.0,3,Arterial,Statewide,COT
0134_000.0,4746.0,2,Arterial,Statewide,COS
0134_001.0,4894.0,2,Arterial,Statewide,COS
0134_002.0,4894.0,1,Arterial,Statewide,COQ
0134_003.0,4894.0,1,Arterial,Statewide,COQ
0134_003.8,2901.0,1,Arterial,Statewide,COQ
0134_004.5,2901.0,1,Arterial,Statewide,COQ
0134_005.5,2901.0,1,Arterial,Statewide,COQ
0134_006.5,2599.0,2,Arterial,Statewide,COS
0134_007.1,2599.0,2,Arterial,Statewide,COS
0134_007.4,1175.0,2,Arterial,Statewide,COS
0134_007.8,1175.0,2,Arterial,Statewide,COS
0134_008.5,2670.0,2,Arterial,Statewide,COS
0134_009.2,4557.0,2,Arterial,Statewide,COS
0134_010.5,4557.0,2,Arterial,Statewide,COS
0134_011.3,24383.0,3,Arterial,Statewide,COT
0134_011.9,27518.0,3,Arterial,Statewide,COT
0134_012.4,17057.0,3,Arterial,Statewide,COT
0134_012.5,17057.0,3,Arterial,Statewide,COT
0134_013.1,19337.0,3,Arterial,Statewide,COT
0135_000.0,1000.0,4,Arterial,Statewide,COU
0135_000.2,3168.0,4,Arterial,Statewide,COU
0135_000.4,33890.0,4,Arterial,Statewide,COU
0140_000.0,4362.0,3,Arterial,Statewide,COT
0140_000.5,4362.0,3,Arterial,Statewide,COT
0140_000.8,4362.0,3,Arterial,Statewide,COT
0141_000.0,435.0,1,Arterial,Statewide,COP
0141_000.9,435.0,1,Arterial,Statewide,COP
0141_002.2,1914.0,1,Arterial,Statewide,COP
0141_003.2,1914.0,1,Arterial,Statewide,COP
0141_003.5,1914.0,1,Arterial,Statewide,COP
0141_004.1,1500.0,1,Arterial,Statewide,COP
0141_005.2,1500.0,1,Arterial,Statewide,COP
0141_006.0,1500.0,1,Arterial,Statewide,COP
0144_000.0,411.0,1,Arterial,AlpineLoop,CO0
0145_000.0,23014.0,2,Freeway,Statewide,XX3
0145_000.3,23014.0,2,Freeway,Statewide,XX3
0145_000.6,23014.0,2,Freeway,Statewide,XX3
0145_001.1,24934.0,2,Freeway,Statewide,XX3
0145_001.4,24934.0,2,Freeway,Statewide,XX3
0145_002.8,24934.0,2,Freeway,Statewide,XX3
0145_003.3,24934.0,3,Freeway,Statewide,XX3
0145_003.8,24934.0,3,Freeway,Statewide,XX3
0145_004.4,24934.0,3,Freeway,Statewide,XX3
0145_004.8,48335.0,2,Freeway,Statewide,XX3
0145_005.3,48335.0,3,Freeway,Statewide,XX3
0145_005.8,29432.0,3,Freeway,Statewide,XX3
0145_006.2,29432.0,3,Freeway,Statewide,XX3
0145_006.6,38471.0,4,Arterial,Statewide,COU
0147_000.0,601.0,1,Arterial,Statewide,COP
0147_001.0,601.0,1,Arterial,Statewide,COP
0147_002.5,601.0,1,Arterial,Statewide,COP
0147_003.1,601.0,1,Arterial,Statewide,COP
0147_003.9,955.0,1,Arterial,Statewide,COP
0147_004.8,955.0,1,Arterial,Statewide,COP
0147_005.9,1694.0,1,Arterial,Statewide,COP
0147_006.9,1723.0,1,Arterial,Statewide,COP
0147_008.1,2110.0,1,Arterial,Statewide,COP
0147_008.6,2110.0,1,Arterial,Statewide,COP
0147_008.8,2110.0,1,Arterial,Statewide,COP
0147_009.1,2110.0,1,Arterial,Statewide,COP
0147_009.8,2288.0,1,Arterial,Statewide,COP
0147_010.3,2288.0,1,Arterial,Statewide,COP
0147_010.5,2288.0,1,Arterial,Statewide,COP
0147_010.8,2288.0,2,Arterial,Statewide,COS
0147_011.1,2288.0,2,Arterial,Statewide,COS
0147_011.8,4539.0,3,Arterial,Statewide,COT
0147_012.1,12250.0,4,Arterial,Statewide,COU
0147_012.4,12250.0,4,Arterial,Statewide,COU
0147_012.7,12250.0,3,Arterial,Statewide,COT
0147_012.9,12250.0,4,Arterial,Statewide,COU
0147_013.2,9158.0,3,Arterial,Statewide,COT
0147_013.4,9158.0,3,Arterial,Statewide,COT
0147_014.4,9158.0,2,Arterial,Statewide,COS
0147_015.2,3071.0,2,Arterial,Statewide,COS
0147_016.2,1429.0,2,Arterial,Statewide,COS
0147_017.2,5927.0,3,Arterial,Statewide,COT
0151_000.0,21908.0,3,Arterial,Statewide,COT
0151_000.3,21908.0,3,Arterial,Statewide,COT
0151_000.5,21908.0,3,Arterial,Statewide,COT
0151_001.0,15030.0,3,Arterial,Statewide,COT
0151_001.5,15030.0,3,Arterial,Statewide,COT
0151_002.0,41720.0,3,Arterial,Statewide,COT
0151_002.5,46330.0,4,Arterial,Statewide,COU
0151_003.0,46330.0,4,Arterial,Statewide,COU
0151_003.5,46330.0,4,Arterial,Statewide,COU
0151_003.9,46330.0,4,Arterial,Statewide,COU
0152_000.0,17751.0,4,Arterial,Statewide,COU
0152_000.1,17751.0,4,Arterial,Statewide,COU
0152_000.7,13265.0,3,Arterial,Statewide,COT
0152_001.4,31164.0,3,Arterial,Statewide,COT
0152_002.3,44234.0,3,Arterial,Statewide,COT
0152_002.5,42214.0,3,Arterial,Statewide,COT
0152_002.8,42214.0,3,Arterial,Statewide,COT
0154_000.0,20499.0,4,Arterial,Statewide,COU
0154_000.5,60600.0,4,Freeway,Statewide,XX3
0154_000.8,60600.0,4,Freeway,Statewide,XX3
0154_001.4,65387.0,2,Freeway,Statewide,XX3
0154_003.2,37169.0,2,Freeway,Statewide,XX3
0154_004.2,44491.0,3,Freeway,Statewide,XX3
0154_005.8,42220.0,3,Freeway,Statewide,XX3
0154_006.8,45114.0,3,Expressway,Statewide,COT
0154_008.3,52925.0,3,Expressway,Statewide,COT
0154_009.6,54731.0,3,Expressway,Statewide,COT
0154_010.4,59780.0,3,Expressway,Statewide,COT
0154_011.4,54836.0,3,Expressway,Statewide,COT
0154_012.9,66910.0,3,Expressway,Statewide,COT
0154_013.9,67164.0,3,Expressway,Statewide,COT
0154_014.9,63376.0,3,Expressway,Statewide,COT
0154_015.9,67255.0,4,Expressway,Statewide,COU
0154_016.9,50789.0,4,Expressway,Statewide,COU
0154_017.9,55256.0,4,Expressway,Statewide,COU
0154_018.9,59143.0,4,Freeway,Statewide,XX3
0154_019.5,41975.0,4,Freeway,Statewide,XX3
0154_020.0,38128.0,4,Expressway,Statewide,COU
0154_021.0,32696.0,4,Freeway,Statewide,XX3
0154_022.3,22004.0,3,Freeway,Statewide,XX3
0156_000.0,30099.0,3,Arterial,Statewide,COT
0156_000.2,36642.0,3,Arterial,Statewide,COT
0156_000.3,36642.0,4,Arterial,Statewide,COU
0156_000.6,32782.0,4,Arterial,Statewide,COU
0156_001.0,30248.0,4,Arterial,Statewide,COU
0156_001.2,30248.0,4,Arterial,Statewide,COU
0164_000.0,6041.0,1,Freeway,Statewide,XX3
0164_000.5,6041.0,2,Arterial,Statewide,COS
0164_001.1,8400.0,2,Arterial,Statewide,COS
0164_001.7,8453.0,2,Arterial,Statewide,COS
0164_002.0,8453.0,2,Arterial,Statewide,COS
0164_002.3,8453.0,2,Arterial,Statewide,COS
0168_000.0,1398.0,2,Arterial,Statewide,COS
0171_000.0,16869.0,3,Arterial,Statewide,COT
0171_000.5,16869.0,3,Arterial,Statewide,COT
0171_001.5,13724.0,3,Arterial,Statewide,COT
0171_002.5,13724.0,3,Arterial,Statewide,COT
0171_003.3,13724.0,3,Arterial,Statewide,COT
0171_003.5,21911.0,3,Arterial,Statewide,COT
0171_004.0,21911.0,3,Arterial,Statewide,COT
0171_004.5,30574.0,4,Arterial,Statewide,COU
0171_005.0,30574.0,4,Arterial,Statewide,COU
0171_005.5,40737.0,4,Arterial,Statewide,COU
0171_005.8,47210.0,4,Arterial,Statewide,COU
0171_006.0,41792.0,4,Arterial,Statewide,COU
0171_006.5,35887.0,4,Arterial,Statewide,COU
0171_007.0,44232.0,4,Arterial,Statewide,COU
0171_007.3,35057.0,4,Arterial,Statewide,COU
0171_007.6,35057.0,4,Arterial,Statewide,COU
0171_008.0,31535.0,4,Arterial,Statewide,COU
0171_008.8,31535.0,4,Arterial,Statewide,COU
0171_009.2,34172.0,4,Arterial,Statewide,COU
0171_009.5,34172.0,4,Arterial,Statewide,COU
0171_009.8,34172.0,4,Arterial,Statewide,COU
0171_010.0,53370.0,4,Arterial,Statewide,COU
0171_010.1,45036.0,4,Arterial,Statewide,COU
0171_010.4,45036.0,4,Arterial,Statewide,COU
